Assay_Plate_Barcode,Plate_Map_Name
52649,DOC45.46.47.48
52653,DOC45.46.47.48
52657,DOC45.46.47.48
52663,DOC45.46.47.48
52664,DOC45.46.47.48
52665,DOC45.46.47.48
52672,DOC45.46.47.48
52673,DOC45.46.47.48
52651,DOC49.50.51.52
52652,DOC49.50.51.52
52654,DOC49.50.51.52
52662,DOC49.50.51.52
52666,DOC49.50.51.52
52671,DOC49.50.51.52
52674,DOC49.50.51.52
52675,DOC49.50.51.52
52650,LUAD_control
52661,LUAD_control
